id_fonte_v7_2;url;dominio;annualita_nell_url;origini_nel_dataset;territori_collegati;moduli_collegati;strutture_collegate;verifica_link_v7_2;moduli;strutture;ultima_verifica
F72-0176;https://www.comunitainsieme.com/download/amministrazione_trasparente/prestazioni-in-ambito-di-accreditamento.pdf;www.comunitainsieme.com;;moduli | verifica privata V7.2;Frosinone | Latina;MOD-038 | MOD-039 | MOD-040 | MOD-041 | MOD-042 | MOD-043 | MOD-044 | MOD-045 | MOD-046 | MOD-047;Abaton / Progetto Insieme Castelforte | Alberto Pezzi | Insieme Arcobaleno | Insieme Ausonia | Insieme Mongolfiera | Insieme Spigno | Insieme1 Luna | Insieme1 Sole | Insieme2 | Redzep Sestovic;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0177;https://www.comunitainsieme.com/download/amministrazione_trasparente_progetto_insieme_srl/carta_dei_servizi.pdf;www.comunitainsieme.com;;moduli;Latina;MOD-038;Abaton / Progetto Insieme Castelforte;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0178;https://www.comunitainsieme.com/strutture/;www.comunitainsieme.com;;moduli;Latina;MOD-038;Abaton / Progetto Insieme Castelforte;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0179;https://www.coopagatos.it/wp-content/uploads/2024/03/2023-PARS-.pdf;www.coopagatos.it;2023, 2024;moduli;Viterbo;MOD-091;Agatos – Comunità Francesco Giugliarelli;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0180;https://www.cooperativailcastelloincantato.it/contatti/;www.cooperativailcastelloincantato.it;;moduli | verifica privata V7.2;Frosinone;MOD-098 | MOD-101 | MOD-102;Villa Daniela | Villa Lucrezia – Il Castello Incantato | Villa Simona;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0181;https://www.cooperativailcastelloincantato.it/la-cooperativa/amministrazione-trasparente/;www.cooperativailcastelloincantato.it;;moduli | verifica privata V7.2;Frosinone;MOD-098 | MOD-101 | MOD-102;Villa Daniela | Villa Lucrezia – Il Castello Incantato | Villa Simona;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0182;https://www.cooperativailcastelloincantato.it/portfolio_category/strutture/;www.cooperativailcastelloincantato.it;;moduli | verifica privata V7.2;Frosinone;MOD-098 | MOD-101 | MOD-102;Villa Daniela | Villa Lucrezia – Il Castello Incantato | Villa Simona;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0183;https://www.cooperativasocialeaquiloneazzurro.it/;www.cooperativasocialeaquiloneazzurro.it;;moduli | verifica privata V7.2;Roma 1 | Roma 4;MOD-104 | MOD-105;Aquilone Azzurro – La Gatta | Aquilone Azzurro – Via Germanico;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0184;https://www.cooperativasocialeaquiloneazzurro.it/DOCPDF/PARS%20Aquilone%20Azzurro.pdf;www.cooperativasocialeaquiloneazzurro.it;;moduli | verifica privata V7.2;Roma 1 | Roma 4;MOD-104 | MOD-105;Aquilone Azzurro – La Gatta | Aquilone Azzurro – Via Germanico;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0185;https://www.cooperativasocialeaquiloneazzurro.it/strutture/;www.cooperativasocialeaquiloneazzurro.it;;moduli;Roma 1 | Roma 4;MOD-104 | MOD-105;Aquilone Azzurro – La Gatta | Aquilone Azzurro – Via Germanico;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0186;https://www.dianova.it/palombara/;www.dianova.it;;moduli;Roma 5;MOD-048;Dianova Palombara Sabina;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0187;https://www.exodus.it/sedi-exodus/cassino.html;www.exodus.it;;moduli | verifica privata V7.2;Frosinone;MOD-052 | MOD-053;Exodus Cassino;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0188;https://www.exodus.it/sedi-exodus/documenti/cassino_cs_2025.pdf;www.exodus.it;2025;moduli | verifica privata V7.2;Frosinone;MOD-052 | MOD-053;Exodus Cassino;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0189;https://www.ghcspa.com/samadi/accoglienza/informazioni-generali;www.ghcspa.com;;moduli | verifica privata V7.2;Roma 1;MOD-030 | MOD-031 | MOD-032 | MOD-033;Samadi;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0190;https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero;www.ghcspa.com;;moduli | verifica privata V7.2;Roma 1;MOD-030 | MOD-031 | MOD-032 | MOD-033;Samadi;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0191;https://www.ghcspa.com/samadi/chi-siamo/la-struttura-residenziale;www.ghcspa.com;;moduli | verifica privata V7.2;Roma 1;MOD-030 | MOD-031 | MOD-032 | MOD-033;Samadi;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0192;https://www.ghcspa.com/sites/default/files/2026-02/PARS-SAMADI-2026.pdf;www.ghcspa.com;2026;moduli | verifica privata V7.2;Roma 1;MOD-030 | MOD-031 | MOD-032 | MOD-033;Samadi;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0193;https://www.ghcspa.com/sites/default/files/2026-06/Carta-dei-servizi-VVS-rev-09-12-2025.pdf;www.ghcspa.com;2025, 2026;moduli;Roma 6;MOD-014 | MOD-015 | MOD-016 | MOD-017 | MOD-018;Villa Von Siebenthal;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0194;https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-per-trattamenti-psichiatrici-intensivi-territoriali;www.ghcspa.com;;moduli;Roma 6;MOD-014 | MOD-015 | MOD-016 | MOD-017 | MOD-018;Villa Von Siebenthal;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0195;https://www.iocentro.it/index.php/2019/03/15/comunita-terapeutica/;www.iocentro.it;2019;moduli;Roma 2;MOD-087;IO Centro ETS;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0196;https://www.iocentro.it/index.php/2019/03/15/liste-di-attesa/;www.iocentro.it;2019;moduli;Roma 2;MOD-087;IO Centro ETS;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0197;https://www.kormed.it/strutture/comunita-psichiatrica-villa-costanza/;www.kormed.it;;moduli;Roma 6;MOD-029;Villa Costanza;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0198;https://www.kormed.it/wp-content/uploads/2022/07/CdS-Villa-Costanza-rev7-01-luglio-2026-260703.pdf;www.kormed.it;2022, 2026;moduli;Roma 6;MOD-029;Villa Costanza;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0199;https://www.maieusis.org/il-modello-maieusis/informazioni-per-linserimento/;www.maieusis.org;;moduli;Roma 4;MOD-083 | MOD-084;Maieusis — Centro diurno | Maieusis — Residenza terapeutica;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0200;https://www.maieusis.org/la-comunita-maieusis/;www.maieusis.org;;moduli;Roma 4;MOD-083 | MOD-084;Maieusis — Centro diurno | Maieusis — Residenza terapeutica;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0201;https://www.maieusis.org/wp-content/uploads/2022/11/maieusis-2022_carta_dei_servizi.pdf;www.maieusis.org;2022;moduli;Roma 4;MOD-083 | MOD-084;Maieusis — Centro diurno | Maieusis — Residenza terapeutica;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0202;https://www.operadoncalabria.it/alberoblu;www.operadoncalabria.it;;moduli | verifica privata V7.2;Roma 1;MOD-103;Opera Don Calabria – Centro Diurno L’Alberoblu;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0203;https://www.operadoncalabria.it/servizi;www.operadoncalabria.it;;moduli | verifica privata V7.2;Roma 1;MOD-103;Opera Don Calabria – Centro Diurno L’Alberoblu;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0204;https://www.regione.lazio.it/notizie/sanita-inaugurata-la-casa-della-comunita-di-pomezia;www.regione.lazio.it;;rete pubblica | verifica rete pubblica V7.2;ASL Roma 6;;Centro Diurno Pomezia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0205;https://www.regione.lazio.it/sites/default/files/decreti-commissario-ad-acta/Decr_U00006_21_1_13_Revoca_DCA_U00127_2013_BELMONTE.pdf;www.regione.lazio.it;2013;moduli | verifica privata V7.2;Frosinone;MOD-096;San Nicola – Belmonte;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0206;https://www.regione.lazio.it/sites/default/files/decreti-commissario-ad-acta/Decr_U00241.pdf;www.regione.lazio.it;;moduli | verifica privata V7.2;Roma 6;MOD-049;C. Massimo;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0207;https://www.regione.lazio.it/sites/default/files/decreti-commissario-ad-acta/SAN_DCA_U00006_12_01_2017.pdf;www.regione.lazio.it;2017;moduli | verifica privata V7.2;Roma 1;MOD-099 | MOD-100;Struttura Residenziale Psichiatrica San Valentino;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0208;https://www.regione.lazio.it/sites/default/files/decreti-commissario-ad-acta/SAN_DCA_U00052_29_02_2016.pdf;www.regione.lazio.it;2016;moduli;Roma 1;MOD-019 | MOD-020 | MOD-021;Villa Maria Pia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0209;https://www.regione.lazio.it/sites/default/files/decreti-commissario-ad-acta/SAN_DCA_U00154_20_04_2018.pdf;www.regione.lazio.it;2018;moduli;Viterbo;MOD-034 | MOD-035 | MOD-036 | MOD-037;Villa Rosa;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0210;https://www.salutelazio.it/;www.salutelazio.it;;rete pubblica | verifica rete pubblica V7.2;R6;;Ambulatorio Disturbi Alimentari Ospedale dei Castelli | DCA Minori Ariccia;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0211;https://www.srpsanvalentino.it/;www.srpsanvalentino.it;;moduli | verifica privata V7.2;Roma 1;MOD-099 | MOD-100;Struttura Residenziale Psichiatrica San Valentino;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0212;https://www.srpsanvalentino.it/area-medico-psichiatrica/;www.srpsanvalentino.it;;moduli;Roma 1;MOD-099 | MOD-100;Struttura Residenziale Psichiatrica San Valentino;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0213;https://www.srpsanvalentino.it/dove-siamo/;www.srpsanvalentino.it;;moduli;Roma 1;MOD-099 | MOD-100;Struttura Residenziale Psichiatrica San Valentino;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0214;https://www.srpsanvalentino.it/wp-content/uploads/2024/03/Modello-Organizzativo-231-S.-Valentino-Rev-08-del-18.1.24.pdf;www.srpsanvalentino.it;2024;moduli | verifica privata V7.2;Roma 1;MOD-099 | MOD-100;Struttura Residenziale Psichiatrica San Valentino;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0215;https://www.strutturapsichiatricavillabelvedere.com/;www.strutturapsichiatricavillabelvedere.com;;moduli;Rieti;MOD-085;Villa Belvedere;"URL estratto dal dataset; disponibilità live non garantita";;;
F72-0216;https://www.villagiuseppina.it/;www.villagiuseppina.it;;moduli;Roma 3;MOD-006 | MOD-007 | MOD-008 | MOD-009;Villa Giuseppina;"URL estratto dal dataset; disponibilità live non garantita";;;
;https://asl1abruzzo.patisweb.it/page/103/details/248940/prestazioni-sanitarie-relative-allarea-delle-dipendenze-patologiche-rete-privata-accreditata-liquidazione-fatture-periodo-gennaiomaggio-2026-associazione-di-volontariato-onlus-nuovi-orizzonti-comunita-di-piglio-fr.html;;;;;;;;MOD-107;Nuovi Orizzonti – Comunità di Piglio;2026-09-20
;https://comunitamondonuovo.it/;;;;;;;;MOD-111 | MOD-112 | MOD-113 | MOD-114;Mondo Nuovo – Colle Speranza | Mondo Nuovo – Villa Ciulepi | Mondo Nuovo – Villa Paradiso | Mondo Nuovo – Villa Sergetto;2026-09-20
;https://comunitamondonuovo.it/wp-content/uploads/2024/07/Carta-Servizi.pdf;;;;;;;;MOD-111 | MOD-112 | MOD-113 | MOD-114;Mondo Nuovo – Colle Speranza | Mondo Nuovo – Villa Ciulepi | Mondo Nuovo – Villa Paradiso | Mondo Nuovo – Villa Sergetto;2026-09-20
;https://dipendenze-emmanuel.org/;;;;;;;;MOD-115;Comunità Emmanuel – Centro Riccardo Blasetti;2026-09-20
;https://www.asl.rieti.it/associazioni-asl-rieti;;;;;;;;MOD-115;Comunità Emmanuel – Centro Riccardo Blasetti;2026-09-20
;https://www.aslroma5.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/;;;;;;;;MOD-022 | MOD-061 | MOD-062 | MOD-063 | MOD-064 | MOD-065 | MOD-066 | MOD-067 | MOD-068 | MOD-069 | MOD-070 | MOD-071 | MOD-072 | MOD-073 | MOD-074 | MOD-075 | MOD-076 | MOD-077 | MOD-078 | MOD-079 | MOD-080 | MOD-081 | MOD-082;Al Colle | Canterano | Castel Madama | Colle Cesarano | Comunità Francesco | Il Colle | Insieme ONLUS | La Staffa | Operiamo Insieme | Rosaurora | Villa Adriana | Villa Elisa | Villa Letizia — EGO | Villa Maddalena | Villaggio Adriano | Villanova;2026-09-20
;https://www.ausl.latina.it/AlboOnLine/miu2.do?link=ln38&miu2.icp1=16220&miu2.icp2=16221&pwu1md.sortCriteria=att7md%3AD&sp=page2md;;;;;;;;MOD-108;Fratello Sole – Santa Severa;2026-09-20
;https://www.ausl.latina.it/AlboOnLine/miu3.do?fllbck=.sv1md&hold=11630&kcond4.att2md=15687&link=ln18&miu3.icp3=36726&sp=page4;;;;;;;;MOD-039 | MOD-040 | MOD-041 | MOD-042 | MOD-043 | MOD-045 | MOD-046 | MOD-047;Alberto Pezzi | Insieme Arcobaleno | Insieme Mongolfiera | Insieme Spigno | Insieme1 Luna | Insieme1 Sole | Insieme2 | Redzep Sestovic;2026-09-20
;https://www.ausl.latina.it/AlboOnLine/miu7.do?link=ln4&miu7.icp1=15442&miu7.icp2=15445&pwu2.sortCriteria=att6%3AA&sp=page2;;;;;;;;MOD-108;Fratello Sole – Santa Severa;2026-09-20
;https://www.ausl.latina.it/AlboOnLine/miu8.do?acond15=2&inu1.current.att1=2&link=ln36&miu8.icp11=15671&miu8.icp12=15669&mssu1.shownMessages=Unable+to+execute+service&pwu1md.sortCriteria=att17md%3AA&sp=page2md;;;;;;;;MOD-109;Il Ponte – Centro di Solidarietà;2026-09-20
;https://www.ausl.latina.it/strutture-sanitarie-private-accreditate/7232-accordi-con-strutture-private-accreditate;;;;;;;;MOD-039 | MOD-040 | MOD-041 | MOD-042 | MOD-043 | MOD-045 | MOD-046 | MOD-047;Alberto Pezzi | Insieme Arcobaleno | Insieme Mongolfiera | Insieme Spigno | Insieme1 Luna | Insieme1 Sole | Insieme2 | Redzep Sestovic;2026-09-20
;https://www.comunitacusmano.com/chi-siamo/cosa-facciamo;;;;;;;;MOD-110;Comunità Psicoterapeutica Giacomo Cusmano;2026-09-20
;https://www.cooperate.it/servizi/santa_severa/comunita_psicoterapeutica_residenziale.html;;;;;;;;MOD-108;Fratello Sole – Santa Severa;2026-09-20
;https://www.ilpontecivitavecchia.it/;;;;;;;;MOD-109;Il Ponte – Centro di Solidarietà;2026-09-20
;https://www.nuoviorizzonti.org/;;;;;;;;MOD-107;Nuovi Orizzonti – Comunità di Piglio;2026-09-20
;https://www.pa33.it/ASLROMA4/DocDownload/132812/IDDOCUMENTO;;;;;;;;MOD-110;Comunità Psicoterapeutica Giacomo Cusmano;2026-09-20
;https://www.regione.lazio.it/sites/default/files/decreti-commissario-ad-acta/SAN_DCA_U00011_11_01_2018.pdf;;;;;;;;MOD-115;Comunità Emmanuel – Centro Riccardo Blasetti;2026-09-20
