"dataset";"id";"nome";"asl";"stato_v7_6";"data_riesame_parziale";"campi_riesaminati";"fonti_riesame";"data_originale";"note"
"moduli";"MOD-048";"Dianova Palombara Sabina";"Roma 5";"riesame_parziale";"2026-09-21";"numero_orientamento | orari_orientamento | modalita_invio";"https://www.dianova.it/numero-verde-droga/ | https://www.dianova.it/palombara/";"2026-09-20";"La linea nazionale non è un recapito clinico esclusivo della comunità; contratto e posti non riesaminati."
"moduli";"MOD-090";"Fondazione Villa Maraini ETS";"Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-089";"Fondazione Villa Maraini ETS";"Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-088";"Fondazione Villa Maraini ETS";"Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-108";"Fratello Sole – Santa Severa";"Roma 4";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-070";"Il Colle";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-109";"Il Ponte – Centro di Solidarietà";"Roma 4";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-051";"In Dialogo — Il Casale";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-043";"Insieme Arcobaleno";"Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-042";"Insieme Mongolfiera";"Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-065";"Insieme ONLUS";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-045";"Insieme Spigno";"Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-040";"Insieme1 Luna";"Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-039";"Insieme1 Sole";"Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-041";"Insieme2";"Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-087";"IO Centro ETS";"Roma 2";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-067";"La Staffa";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-084";"Maieusis — Centro diurno";"Roma 4";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-083";"Maieusis — Residenza terapeutica";"Roma 4";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-107";"Nuovi Orizzonti – Comunità di Piglio";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-103";"Opera Don Calabria – Centro Diurno L’Alberoblu";"Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-063";"Operiamo Insieme";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-047";"Redzep Sestovic";"Latina";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-068";"Rosaurora";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-071";"Villa Adriana";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-072";"Villa Adriana";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-073";"Villa Adriana";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-074";"Villa Adriana";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-005";"Villa Armonia Nuova";"Roma 3";"riesame_parziale";"2026-09-21";"telefono | email | contratto_periodo | contratto_ssn_stato | budget_2026_stato | contratto_fonte";"https://kosgroup.com/it/centri/villa-armonia | https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"2026-09-20";"Recapiti generali della struttura; non una nuova prova del singolo modulo. | Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-003";"Villa Armonia Nuova";"Roma 3";"riesame_parziale";"2026-09-21";"telefono | email | contratto_periodo | contratto_ssn_stato | budget_2026_stato | contratto_fonte";"https://kosgroup.com/it/centri/villa-armonia | https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"2026-09-20";"Recapiti generali della struttura; non una nuova prova del singolo modulo. | Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-002";"Villa Armonia Nuova";"Roma 3";"riesame_parziale";"2026-09-21";"telefono | email | contratto_periodo | contratto_ssn_stato | budget_2026_stato | contratto_fonte";"https://kosgroup.com/it/centri/villa-armonia | https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"2026-09-20";"Recapiti generali della struttura; non una nuova prova del singolo modulo. | Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-004";"Villa Armonia Nuova";"Roma 3";"riesame_parziale";"2026-09-21";"telefono | email | contratto_periodo | contratto_ssn_stato | budget_2026_stato | contratto_fonte";"https://kosgroup.com/it/centri/villa-armonia | https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"2026-09-20";"Recapiti generali della struttura; non una nuova prova del singolo modulo. | Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-085";"Villa Belvedere";"Rieti";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-029";"Villa Costanza";"Roma 6";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-061";"Villa Elisa";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-008";"Villa Giuseppina";"Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-007";"Villa Giuseppina";"Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-006";"Villa Giuseppina";"Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-011";"Villa Letizia";"Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-010";"Villa Letizia";"Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-062";"Villa Letizia — EGO";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-066";"Villa Maddalena";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-012";"Villa Madre Chiara Ricci";"Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-021";"Villa Maria Pia";"Roma 1";"riesame_parziale";"2026-09-21";"posti_dichiarati";"https://villamariapia.com/ricoveri/";"2026-09-20";""
"moduli";"MOD-020";"Villa Maria Pia";"Roma 1";"riesame_parziale";"2026-09-21";"posti_dichiarati | rapporto_ssn";"https://villamariapia.com/ricoveri/";"2026-09-20";"Quindici posti dichiarati non significano quindici posti SSN. Canale privato collegato a questo modulo, senza nuova struttura fittizia."
"moduli";"MOD-015";"Villa Von Siebenthal";"Roma 6";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-018";"Villa Von Siebenthal";"Roma 6";"riesame_parziale";"2026-09-21";"posti_dichiarati | destinatari | ammissione";"https://www.ghcspa.com/villavonsiebenthal/accoglienza/ricoveri-per-adolescenti";"2026-09-20";"Dati esplicitamente riferiti ai due moduli per adolescenti; non attestano un modulo amministrativo di doppia diagnosi."
"moduli";"MOD-016";"Villa Von Siebenthal";"Roma 6";"riesame_parziale";"2026-09-21";"posti_dichiarati | servizi";"https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-residenziale-terapeutico-riabilitativa-estensiva-per-adulti | https://www.ghcspa.com/villavonsiebenthal/la-struttura/l-azienda";"2026-09-20";"Contrasto interno alle pagine del gestore; non modificati posti autorizzati/accreditati."
"moduli";"MOD-017";"Villa Von Siebenthal";"Roma 6";"riesame_parziale";"2026-09-21";"posti_dichiarati | destinatari | ammissione";"https://www.ghcspa.com/villavonsiebenthal/accoglienza/ricoveri-per-adolescenti";"2026-09-20";"Dati esplicitamente riferiti ai due moduli per adolescenti; non attestano un modulo amministrativo di doppia diagnosi."
"moduli";"MOD-079";"Villaggio Adriano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-080";"Villaggio Adriano";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-077";"Villanova";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-078";"Villanova";"Roma 5";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-105";"Aquilone Azzurro – La Gatta";"Roma 4";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-104";"Aquilone Azzurro – Via Germanico";"Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-095";"Borgo San Tommaso";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-049";"C. Massimo";"Roma 6";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-056";"Campus Calisto Felli";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-115";"Comunità Emmanuel – Centro Riccardo Blasetti";"Rieti";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-110";"Comunità Psicoterapeutica Giacomo Cusmano";"Roma 4";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-052";"Exodus Cassino";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-053";"Exodus Cassino";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-092";"Gli Oleandri";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-050";"In Dialogo — Nuova Era";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-044";"Insieme Ausonia";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-093";"Le Palme";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-060";"L’Approdo";"Roma 6";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-114";"Mondo Nuovo – Colle Speranza";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-113";"Mondo Nuovo – Villa Ciulepi";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-112";"Mondo Nuovo – Villa Paradiso";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-111";"Mondo Nuovo – Villa Sergetto";"Roma 4";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-097";"Montello / Gesti-Var";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-055";"Palanzana";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-106";"Reverie – Comunità terapeutica romana";"Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-033";"Samadi";"Roma 1";"riesame_parziale";"2026-09-21";"posti_dichiarati | email | orari | presenza_medica | documenti_ingresso | ammissione";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"2026-09-20";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-032";"Samadi";"Roma 1";"riesame_parziale";"2026-09-21";"posti_dichiarati | email | orari | presenza_medica | documenti_ingresso | ammissione";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"2026-09-20";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-031";"Samadi";"Roma 1";"riesame_parziale";"2026-09-21";"posti_dichiarati | email | orari | presenza_medica | documenti_ingresso | ammissione";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"2026-09-20";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-059";"San Carlo e Villa Santa Francesca Romana";"Roma 6";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-096";"San Nicola – Belmonte";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-054";"Santa Maria della Quercia";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-100";"Struttura Residenziale Psichiatrica San Valentino";"Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-101";"Villa Daniela";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-009";"Villa Giuseppina";"Roma 3";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-098";"Villa Lucrezia – Il Castello Incantato";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-037";"Villa Rosa";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-036";"Villa Rosa";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-035";"Villa Rosa";"Viterbo";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-102";"Villa Simona";"Frosinone";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-022";"Colle Cesarano";"Roma 5";"riesame_parziale";"2026-09-21";"durata_percorso | posti_dichiarati | destinatari | ammissione";"https://www.collecesarano.com/stpit/";"2026-09-20";""
"moduli";"MOD-030";"Samadi";"Roma 1";"riesame_parziale";"2026-09-21";"posti_dichiarati | email | orari | presenza_medica | documenti_ingresso";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"2026-09-20";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-099";"Struttura Residenziale Psichiatrica San Valentino";"Roma 1";"non_riesaminato";"";"";"";"2026-09-20";""
"moduli";"MOD-001";"Villa Armonia Nuova";"Roma 3";"riesame_parziale";"2026-09-21";"telefono | email | contratto_periodo | contratto_ssn_stato | budget_2026_stato | contratto_fonte";"https://kosgroup.com/it/centri/villa-armonia | https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"2026-09-20";"Recapiti generali della struttura; non una nuova prova del singolo modulo. | Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-019";"Villa Maria Pia";"Roma 1";"riesame_parziale";"2026-09-21";"durata_percorso | destinatari | posti_dichiarati";"https://villamariapia.com/ricoveri/";"2026-09-20";"Durata riferita a questo modulo, non regola universale per tutte le STPIT."
"moduli";"MOD-034";"Villa Rosa";"Viterbo";"riesame_parziale";"2026-09-21";"ammissione | mobilita_intraregionale | documenti_ingresso";"https://viterbo.ospedaliere.it/servizi-per-il-paziente/stpit-struttura-per-trattamenti-psichiatrici-intensivi-territoriali/";"2026-09-20";"La possibilità intraregionale descritta non è prova di mobilità extraregionale."
"moduli";"MOD-014";"Villa Von Siebenthal";"Roma 6";"riesame_parziale";"2026-09-21";"posti_dichiarati | equipe | ammissione | documenti_ingresso | email";"https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-per-trattamenti-psichiatrici-intensivi-territoriali";"2026-09-20";"Composizione descritta dal gestore; turni e copertura oraria non documentati. Il termine tecnici della riabilitazione non è automaticamente espanso a TeRP."
