id;nome;asl;tipo;comune;indirizzo;telefono;email;servizi;attribuzione_servizi;accesso;orari;fonte;gestione;verifica;ultima_verifica;note;origine_dato_v7;stato_riesame_v7;nota_temporale_v7;titolarita_v6;esito_v6;fonte_v6;livello_prova_v6;note_v6;origine_record_v7_2;stato_verifica_v7_2;fonte_verifica_v7_2;data_verifica_v7_2;note_v7_2
FR-15;Punto CSM / PEP Veroli;ASL Frosinone;Punto territoriale CSM;Veroli;ND — non documentato nelle fonti consultate;ND — non documentato nelle fonti consultate;csm.frosinone@aslfrosinone.it;"Profilo dipartimentale (non specifico per la singola sede): prevenzione, diagnosi, cura e riabilitazione del disagio/malattia psichica; supporto a pazienti e famiglie; trattamento ospedaliero delle acuzie quando necessario; progetti terapeutico-riabilitativi ambulatoriali, domiciliari, semiresidenziali e residenziali; interventi di prossimità e lavoro di rete.";Articolazione territoriale documentata dalla ASL;"Contattare il servizio territoriale; modalità di accesso non consolidate";Venerdì 08:00–14:00;https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-salute-mentale-frosinone-alatri-anagni-sora/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-salute-mentale-frosinone-alatri-anagni-sora/;;
FR-16;Ambulatorio CSM Sora — Atina;ASL Frosinone;Ambulatorio CSM;Atina;Colle Melfa — Casa della Salute;07766984437 / 07766984438;csm.sora@aslfrosinone.it;"Visita psichiatrica; colloquio clinico/psicologico; psicoterapia; accertamenti medico-legali; valutazione standardizzata; colloquio sociale; nursing e somministrazione farmaci; soggiorni terapeutico-riabilitativi; attività domiciliare; gruppi con familiari; integrazione socio-sanitaria.";Articolazione territoriale documentata dalla ASL;"Appuntamento con impegnativa MMG; accesso libero per accoglienza/urgenza; richiesta telefonica; intervento domiciliare urgente";Mar e gio 08:00–14:00;https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-salute-mentale-frosinone-alatri-anagni-sora/;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-salute-mentale-frosinone-alatri-anagni-sora/;;
LT-01;Direzione DSM Latina;ASL Latina;DSM;Latina;Viale Le Corbusier;07736556890;dipartimentoareasalutementale@ausl.latina.it;Coordinamento dipartimentale;Dato già presente nel censimento precedente;ND — non documentato nelle fonti consultate;ND — non documentato nelle fonti consultate;https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-02;CSM Aprilia;ASL Latina;CSM;Aprilia;Via Giustiniano, snc;06928634051;csm.aprilia@ausl.latina.it;"Diagnosi, cura e riabilitazione dei disturbi mentali dell'adulto; progetti terapeutico-riabilitativi individualizzati; interventi ambulatoriali, nel contesto sociale e domiciliari; coinvolgimento di MMG e famiglia; prima valutazione; visite psichiatriche/psicologiche, psicodiagnostica e psicoterapie; interventi sociali, abitativi e di inclusione; riabilitazione, inserimenti lavorativi e attività di Centro Diurno; consulenze e raccordo con strutture ospedaliere/residenziali.";Profilo ufficiale comune ai CSM ASL Latina;"Contattare il CSM territoriale; prescrizione e registrazione CUP secondo prestazione/sede";"Lun–ven 08:00–20:00; sab 08:00–14:00";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-03;CSM Cisterna di Latina;ASL Latina;CSM;Cisterna di Latina;Via G. Falcone, snc;0686812092;"csm.cisterna@ausl.latina.it; csm.latina@ausl.latina.it";"Diagnosi, cura e riabilitazione dei disturbi mentali dell'adulto; progetti terapeutico-riabilitativi individualizzati; interventi ambulatoriali, nel contesto sociale e domiciliari; coinvolgimento di MMG e famiglia; prima valutazione; visite psichiatriche/psicologiche, psicodiagnostica e psicoterapie; interventi sociali, abitativi e di inclusione; riabilitazione, inserimenti lavorativi e attività di Centro Diurno; consulenze e raccordo con strutture ospedaliere/residenziali.";Profilo ufficiale comune ai CSM ASL Latina;"Contattare il CSM territoriale; prescrizione e registrazione CUP secondo prestazione/sede";"Lun–ven 08:00–20:00; sab 08:00–14:00";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-04;CSM Latina;ASL Latina;CSM;Latina;Centro Commerciale Le Corbusier, Viale Le Corbusier, Scala F, 2° piano n. 36;07736556826;"csm.latina@ausl.latina.it; uocsalutementale.areano@ausl.latina.it";"Diagnosi, cura e riabilitazione dei disturbi mentali dell'adulto; progetti terapeutico-riabilitativi individualizzati; interventi ambulatoriali, nel contesto sociale e domiciliari; coinvolgimento di MMG e famiglia; prima valutazione; visite psichiatriche/psicologiche, psicodiagnostica e psicoterapie; interventi sociali, abitativi e di inclusione; riabilitazione, inserimenti lavorativi e attività di Centro Diurno; consulenze e raccordo con strutture ospedaliere/residenziali.";Profilo ufficiale comune ai CSM ASL Latina;"Contattare il CSM territoriale; prescrizione e registrazione CUP secondo prestazione/sede";"Lun–ven 08:00–20:00; sab 08:00–14:00";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-05;CSM Sabaudia;ASL Latina;CSM;Sabaudia;Via Conte Verde, 10;0773520891;csm.sabaudia@ausl.latina.it;"Diagnosi, cura e riabilitazione dei disturbi mentali dell'adulto; progetti terapeutico-riabilitativi individualizzati; interventi ambulatoriali, nel contesto sociale e domiciliari; coinvolgimento di MMG e famiglia; prima valutazione; visite psichiatriche/psicologiche, psicodiagnostica e psicoterapie; interventi sociali, abitativi e di inclusione; riabilitazione, inserimenti lavorativi e attività di Centro Diurno; consulenze e raccordo con strutture ospedaliere/residenziali.";Profilo ufficiale comune ai CSM ASL Latina;"Contattare il CSM territoriale; prescrizione e registrazione CUP secondo prestazione/sede";"Lun/mer 08:00–17:30; mar/gio/ven 08:00–14:00";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-06;CSM Monti Lepini — Sezze;ASL Latina;CSM;Sezze;Via San Bartolomeo, 1;0773801097 / 0773801879;"csm.montilepini@ausl.latina.it; csm.sezze@ausl.latina.it";"Diagnosi, cura e riabilitazione dei disturbi mentali dell'adulto; progetti terapeutico-riabilitativi individualizzati; interventi ambulatoriali, nel contesto sociale e domiciliari; coinvolgimento di MMG e famiglia; prima valutazione; visite psichiatriche/psicologiche, psicodiagnostica e psicoterapie; interventi sociali, abitativi e di inclusione; riabilitazione, inserimenti lavorativi e attività di Centro Diurno; consulenze e raccordo con strutture ospedaliere/residenziali.";Profilo ufficiale comune ai CSM ASL Latina;"Contattare il CSM territoriale; prescrizione e registrazione CUP secondo prestazione/sede";"Lun/mer/ven 08:00–14:00; mar/gio 08:00–17:30; sab alternato con Priverno";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-07;CSM Monti Lepini — Priverno;ASL Latina;CSM;Priverno;Via Torretta Rocchigiana, snc;0773856833;"csm.montilepini@ausl.latina.it; csm.priverno@ausl.latina.it";"Diagnosi, cura e riabilitazione dei disturbi mentali dell'adulto; progetti terapeutico-riabilitativi individualizzati; interventi ambulatoriali, nel contesto sociale e domiciliari; coinvolgimento di MMG e famiglia; prima valutazione; visite psichiatriche/psicologiche, psicodiagnostica e psicoterapie; interventi sociali, abitativi e di inclusione; riabilitazione, inserimenti lavorativi e attività di Centro Diurno; consulenze e raccordo con strutture ospedaliere/residenziali.";Profilo ufficiale comune ai CSM ASL Latina;"Contattare il CSM territoriale; prescrizione e registrazione CUP secondo prestazione/sede";"Orari discordanti nella fonte; sab 08–14 alternato con Sezze";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;"La tabella ASL presenta una incongruenza interna per gli orari (martedì compare sia 08:00–14:00 sia 08:00–17:30). Non normalizzato oltre il testo ufficiale; verificare la sede.";Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-08;CSM Terracina;ASL Latina;CSM;Terracina;Via Don Orione, 8;0773708931;csm.terracina@ausl.latina.it;"Diagnosi, cura e riabilitazione dei disturbi mentali dell'adulto; progetti terapeutico-riabilitativi individualizzati; interventi ambulatoriali, nel contesto sociale e domiciliari; coinvolgimento di MMG e famiglia; prima valutazione; visite psichiatriche/psicologiche, psicodiagnostica e psicoterapie; interventi sociali, abitativi e di inclusione; riabilitazione, inserimenti lavorativi e attività di Centro Diurno; consulenze e raccordo con strutture ospedaliere/residenziali.";Profilo ufficiale comune ai CSM ASL Latina;"Contattare il CSM territoriale; prescrizione e registrazione CUP secondo prestazione/sede";"Lun/gio 08:00–20:00; ven apertura lunga in alternanza con Formia; mar/ven 08:00–14:00; sab in alternanza";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-09;CSM Fondi;ASL Latina;CSM;Fondi;Via San Magno, 4;0771505290;"csm.fondi@ausl.latina.it; csm.fonditerracina@ausl.latina.it";"Diagnosi, cura e riabilitazione dei disturbi mentali dell'adulto; progetti terapeutico-riabilitativi individualizzati; interventi ambulatoriali, nel contesto sociale e domiciliari; coinvolgimento di MMG e famiglia; prima valutazione; visite psichiatriche/psicologiche, psicodiagnostica e psicoterapie; interventi sociali, abitativi e di inclusione; riabilitazione, inserimenti lavorativi e attività di Centro Diurno; consulenze e raccordo con strutture ospedaliere/residenziali.";Profilo ufficiale comune ai CSM ASL Latina;"Contattare il CSM territoriale; prescrizione e registrazione CUP secondo prestazione/sede";"Lun/gio 08:00–20:00; ven apertura lunga in alternanza con Formia; mar/mer/ven 08:00–14:00; sab in alternanza";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-10;CSM Formia;ASL Latina;CSM;Formia;Via Lavagna, 43;0771779414 / 0771779404;csm.formiagaeta@ausl.latina.it;"Accesso diretto per adulti; visite specialistiche; trattamenti psicoterapeutici; interventi infermieristici, sociali e di rete; Progetti Terapeutici Individuali (PTI); trattamenti farmacologici; ascolto e psicoeducazione per utenti e familiari; interventi domiciliari e nei contesti di vita; interventi territoriali intensivi. La sede pubblica inoltre prestazioni psichiatriche di primo accesso/controllo, psicodiagnostica, certificazioni previste e monitoraggio di utenti in strutture.";Sede specifica — descrizione istituzionale CSM Formia;Accesso diretto per residenti nel bacino di utenza;"Lun/gio 08:00–14:00; mar/mer 08:00–20:00; ven apertura lunga in alternanza; sab alternato con Fondi/Terracina";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-11;SerD Aprilia;ASL Latina;SerD;Aprilia;Via Giustiniano;06928634053;sertapriliacisterna@ausl.latina.it;"Trattamento e riabilitazione delle dipendenze; contattare la sede per dettaglio delle prestazioni. ";Dato già presente nel censimento precedente;Contatto diretto con la sede per modalità e appuntamento;ND — non documentato nelle fonti consultate;https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-12;SerD Latina;ASL Latina;SerD;Latina;Via Guido Reni, 22;07736553018;serd.latina@ausl.latina.it;"Trattamento e riabilitazione delle dipendenze; contattare la sede per dettaglio delle prestazioni. ";Dato già presente nel censimento precedente;Contatto diretto con la sede per modalità e appuntamento;ND — non documentato nelle fonti consultate;https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;"La pagina ASL visualizza l'email con refuso 'ausl.latna.it'; il database conserva la forma normalizzata serd.latina@ausl.latina.it.";Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-13;SerD Priverno;ASL Latina;SerD;Priverno;Via Torretta Rocchigiana;0773910818;sert.priverno@ausl.latina.it;"Trattamento e riabilitazione delle dipendenze; contattare la sede per dettaglio delle prestazioni. ";Dato già presente nel censimento precedente;Contatto diretto con la sede per modalità e appuntamento;ND — non documentato nelle fonti consultate;https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-14;SerD Terracina;ASL Latina;SerD;Terracina;Via Fratelli Bandiera, 15;0773708215;serd.terracina@ausl.latina.it;"Trattamento e riabilitazione delle dipendenze; contattare la sede per dettaglio delle prestazioni. Centro antifumo.";Dato già presente nel censimento precedente;Contatto diretto con la sede per modalità e appuntamento;ND — non documentato nelle fonti consultate;https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
LT-15;SerD Formia;ASL Latina;SerD;Formia;Via Appia Lato Napoli;0771779394;sertformia@ausl.latina.it;"Trattamento e riabilitazione delle dipendenze; contattare la sede per dettaglio delle prestazioni. ";Dato già presente nel censimento precedente;Contatto diretto con la sede per modalità e appuntamento;ND — non documentato nelle fonti consultate;https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;Rete ASL — dato ereditato V4;Non riesaminato nella revisione residenziale V5;2026-09-19;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.ausl.latina.it/dipartimenti/31-azienda/449-dsm;;
NET-001;SPDC Santo Spirito;R1;SPDC;Roma;Lungotevere in Sassia, 1;+39 06 6010.4313;;Ricoveri psichiatrici volontari e TSO, Day Hospital, gestione crisi acute;Dato rete estesa V4;Invio CSM, rete emergenza/PS;H24 / rete urgenza;https://www.aslroma1.it/presidi-ospedalieri/reparti/spdc-santo-spirito;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma1.it/presidi-ospedalieri/reparti/spdc-santo-spirito;;
NET-002;SPDC San Filippo Neri;R1;SPDC;Roma;Piazza Santa Maria della Pietà, 5 - Pad. 26;+39 06 6010.2947;giuseppe.ducci@aslroma1.it;Ricovero e gestione psichiatrica ospedaliera;Dato rete estesa V4;Rete ospedaliera / emergenza;;https://www.aslroma1.it/azienda-dipartimentieri/dipartimento-integrato-di-salute-mentale;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma1.it/azienda-dipartimentieri/dipartimento-integrato-di-salute-mentale;;
NET-003;TSMREE La Scarpetta;R1;TSMREE/NPIA;Roma;Piazza Castellani, 23;;;Prevenzione, diagnosi, cura, riabilitazione e integrazione scolastica/sociale;Dato rete estesa V4;Accoglienza territoriale secondo distretto;;https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;;
NET-004;TSMREE Tripoli;R1;TSMREE/NPIA;Roma;Via Tripoli, 39;;;Prevenzione, diagnosi, cura, riabilitazione e integrazione scolastica/sociale;Dato rete estesa V4;Accoglienza territoriale secondo distretto;;https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;;
NET-005;TSMREE Dina Galli;R1;TSMREE/NPIA;Roma;Via Dina Galli, 8;;;Prevenzione, diagnosi, cura, riabilitazione e integrazione scolastica/sociale;Dato rete estesa V4;Accoglienza territoriale secondo distretto;;https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;;
NET-006;TSMREE Catone;R1;TSMREE/NPIA;Roma;Via Catone, 30;;;Prevenzione, diagnosi, cura, riabilitazione e integrazione scolastica/sociale;Dato rete estesa V4;Accoglienza territoriale secondo distretto;;https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;;
NET-007;TSMREE Santa Maria della Pietà;R1;TSMREE/NPIA;Roma;Piazza Santa Maria della Pietà, 5 - Pad. 14;;;Prevenzione, diagnosi, cura, riabilitazione e integrazione scolastica/sociale;Dato rete estesa V4;Accoglienza territoriale secondo distretto;;https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;;
NET-008;TSMREE Cassia;R1;TSMREE/NPIA;Roma;Via Cassia, 472;;;Prevenzione, diagnosi, cura, riabilitazione e integrazione scolastica/sociale;Dato rete estesa V4;Accoglienza territoriale secondo distretto;;https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma1.it/servizi-tsmree-tutela-salute-mentale-e-riabilitazione-dell-eta-evolutiva;;
NET-009;Ambulatorio DCA Santa Maria della Pietà;R1;DNA/DCA;Roma;Piazza Santa Maria della Pietà, 5;+39 06 6010.6808;uosd.dca@aslroma1.it;"Valutazione multiprofessionale; psicoterapia; controlli psichiatrici, internistici e dietistici; interventi familiari";Dato rete estesa V4;"Percorso DCA; esente ticket sanitario";"Lun-ven 08:00-20:00; sab 08:00-13:30";https://www.aslroma1.it/presidi-territoriali/ambulatorio-disturbi-comportamento-alimentare;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma1.it/presidi-territoriali/ambulatorio-disturbi-comportamento-alimentare;;
NET-017;SPDC Ospedale Sandro Pertini;R2;SPDC;Roma;;;;"Ricovero psichiatrico H24, volontario e TSO; integrazione con CSM";Dato rete estesa V4;Invio CSM/MMG, 118 o accesso ospedaliero;;https://www.aslroma2.it/index.php/organizzazione/dipartimenti/dip-di-salute-mentale;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma2.it/index.php/organizzazione/dipartimenti/dip-di-salute-mentale;;
NET-018;SPDC Ospedale Sant'Eugenio;R2;SPDC;Roma;;;;"Ricovero psichiatrico H24, volontario e TSO; integrazione con CSM";Dato rete estesa V4;Invio CSM/MMG, 118 o accesso ospedaliero;;https://www.aslroma2.it/index.php/organizzazione/dipartimenti/dip-di-salute-mentale;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma2.it/index.php/organizzazione/dipartimenti/dip-di-salute-mentale;;
NET-019;SPDC Ospedale San Giovanni;R2;SPDC;Roma;;;;"Ricovero psichiatrico H24, volontario e TSO; integrazione con CSM";Dato rete estesa V4;Invio CSM/MMG, 118 o accesso ospedaliero;;https://www.aslroma2.it/index.php/organizzazione/dipartimenti/dip-di-salute-mentale;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma2.it/index.php/organizzazione/dipartimenti/dip-di-salute-mentale;;
NET-020;UOSD Disturbi del Comportamento Alimentare - CTO;R2;DNA/DCA;Roma;Via San Nemesio, 21;06 51005512;uosd.dca@aslroma2.it;Diagnosi e terapia anoressia, bulimia e binge eating con approccio multidisciplinare;Dato rete estesa V4;Prenotazione telefonica diretta;"Lun-ven 08:00-18:00; sab 08:00-14:00";https://www.aslroma2.it/index.php/uosd-disturbi-del-comportamento-alimentare;Rete ASL — dato ereditato V4;Non riesaminato in V5;2026-09-20;;Rete_ASL_V6;Ereditata / non riesaminata nella V7;La data presente in 'ultima_verifica' non equivale a un nuovo riesame V7.;;;;;;Rete ASL V7.1;"Ereditato V7.1; non necessariamente ricontrollato nella V7.2";https://www.aslroma2.it/index.php/uosd-disturbi-del-comportamento-alimentare;;
