id;nome;asl;tipo;comune;indirizzo;telefono;email;servizi;attribuzione_servizi;accesso;orari;fonte;gestione;verifica;ultima_verifica;note;origine_dato_v7;stato_riesame_v7;nota_temporale_v7;titolarita_v6;esito_v6;fonte_v6;livello_prova_v6;note_v6;origine_record_v7_2;stato_verifica_v7_2;fonte_verifica_v7_2;data_verifica_v7_2;note_v7_2
PUB72-R2-006;Centro Diurno Villa Lais;ASL Roma 2;Centro diurno;Roma;Via Paolo Albera, 50;06.5100.7481;cd.villalais@alroma2.it;Riabilitazione psichiatrica semiresidenziale;Sede specifica — fonte istituzionale ASL;Su proposta e invio dell’équipe CSM;;https://www.aslroma2.it/index.php/centri-diurni?id=31&view=page;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;"Email riportata così nella pagina ASL; possibile refuso da verificare.";Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma2.it/index.php/centri-diurni?id=31&view=page;2026-09-20;"Email riportata così nella pagina ASL; possibile refuso da verificare."
PUB72-R2-007;Centro Diurno San Paolo;ASL Roma 2;Centro diurno;Roma;Viale Giustiniano Imperatore, 45;06.5100.8212 / 8148;cd.imperatore@aslroma2.it;Riabilitazione psichiatrica semiresidenziale;Sede specifica — fonte istituzionale ASL;Su proposta e invio dell’équipe CSM;;https://www.aslroma2.it/index.php/centri-diurni?id=31&view=page;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma2.it/index.php/centri-diurni?id=31&view=page;2026-09-20;
PUB72-R2-008;Centro Diurno Vergani;ASL Roma 2;Centro diurno;Roma;Via Orio Vergani, 1;06.51008564 / 8567;cd.vergani@aslroma2.it;Riabilitazione psichiatrica semiresidenziale;Sede specifica — fonte istituzionale ASL;Su proposta e invio dell’équipe CSM;;https://www.aslroma2.it/index.php/centri-diurni?id=31&view=page;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma2.it/index.php/centri-diurni?id=31&view=page;2026-09-20;
PUB72-R2-009;SRTRe Sillani – Il Ponte e l’Albero;ASL Roma 2;SRTRe;Roma;Via T. Sillani, 7;06.5100.6468 / 6469;srtr.sillani@aslroma2.it;Residenzialità psichiatrica DSM;Sede specifica — fonte istituzionale ASL;Su proposta CSM e previa autorizzazione UVM dipartimentale;;https://www.aslroma2.it/index.php/uosd-residenzialita-salute-mentale;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma2.it/index.php/uosd-residenzialita-salute-mentale;2026-09-20;Posti documentati: 12. 
PUB72-R2-010;SRTRe Salone – Mario Gozzano (D6);ASL Roma 2;SRTRe;Roma;Via della Stazione di Salone, 12;06.4143.6481 / 6482;srtr.gozzano@aslroma2.it;Residenzialità psichiatrica DSM;Sede specifica — fonte istituzionale ASL;Su proposta CSM e previa autorizzazione UVM dipartimentale;;https://www.aslroma2.it/index.php/uosd-residenzialita-salute-mentale;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma2.it/index.php/uosd-residenzialita-salute-mentale;2026-09-20;Posti documentati: 12. 
PUB72-R2-011;SRTRe Urbania;ASL Roma 2;SRTRe;Roma;Piazza Urbania, 4;06.4143.6176;uosd.rsm@aslroma2.it;Residenzialità psichiatrica DSM;Sede specifica — fonte istituzionale ASL;Su proposta CSM e previa autorizzazione UVM dipartimentale;;https://www.aslroma2.it/index.php/uosd-residenzialita-salute-mentale;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma2.it/index.php/uosd-residenzialita-salute-mentale;2026-09-20;Posti documentati: 12. 
PUB72-R2-012;SRSR H12 Le Terrazze/Lunghezza;ASL Roma 2;SRSR H12;Roma;Via della Rustica, 218;06.41436072 / 06.2294223;uosd.rsm@aslroma2.it;Residenzialità psichiatrica DSM;Sede specifica — fonte istituzionale ASL;Su proposta CSM e previa autorizzazione UVM dipartimentale;;https://www.aslroma2.it/index.php/uosd-residenzialita-salute-mentale;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma2.it/index.php/uosd-residenzialita-salute-mentale;2026-09-20;Posti documentati: 18. 
PUB72-R3-001;SRTRe Catacombe di Generosa;ASL Roma 3;SRTRe;Roma;Via delle Catacombe di Generosa, 5;06/56484800-4801-4803;comunita.generosa@aslroma3.it;Trattamenti terapeutico-riabilitativi residenziali;Sede specifica — fonte istituzionale ASL;Su indicazione CSM e progetto terapeutico condiviso;;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uosd-residenzialita-in-salute-mentale/;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;"Gestione diretta ASL Roma 3; 16 posti letto.";Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uosd-residenzialita-in-salute-mentale/;2026-09-20;"Posti documentati: 16. Gestione diretta ASL Roma 3; 16 posti letto."
PUB72-R3-002;SRSR H24 Mazzacurati;ASL Roma 3;SRSR H24;Roma;Via Mazzacurati, 23;06/56485700;comunitamazzacurati@aslroma3.it;Riabilitazione socio-riabilitativa residenziale;Sede specifica — fonte istituzionale ASL;Su indicazione CSM;;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uosd-residenzialita-in-salute-mentale/;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uosd-residenzialita-in-salute-mentale/;2026-09-20;Posti documentati: 10. 
PUB72-R3-003;Centro Diurno Terapeutico Riabilitativo Fiumicino;ASL Roma 3;Centro diurno;Fiumicino;Largo dello Spinarello, 12/14;06/56484301;dsm.d1@aslroma3.it;Riabilitazione psichiatrica semiresidenziale;Sede specifica — fonte istituzionale ASL;Invio CSM e valutazione équipe del Centro;;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-salute-mentale-distretto-sanitario-comune-di-fiumicino/;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.aslroma3.it/dipartimenti/dipartimento-di-salute-mentale/uoc-salute-mentale-distretto-sanitario-comune-di-fiumicino/;2026-09-20;
PUB72-RI-001;Comunità Terapeutico-Riabilitativa La Villa;ASL Rieti;SRTRe;Rieti;Via Tavola d’Argento, 19;;;Percorsi terapeutico-riabilitativi integrati, durata media 1-2 anni;Sede specifica — fonte istituzionale ASL;Invio CSM di appartenenza;;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-strutture-riabilitative-salute-mentale-e-rems;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-strutture-riabilitative-salute-mentale-e-rems;2026-09-20;Posti documentati: 9. 
PUB72-RI-002;Centro Diurno Psichiatrico Melograno – Poggio Mirteto;ASL Rieti;Centro diurno;Poggio Mirteto;Via Formello loc. Sant’Antonio, 2/A;;;Riabilitazione psichiatrica semiresidenziale;Sede specifica — fonte istituzionale ASL;Su progetto CSM;;https://www.asl.rieti.it/wp-content/uploads/fileadmin/user_upload/23.06_all_2.1_ELENCO_DEFINITIVO_IMMOBILI_ASL.pdf;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;"La rete CSM distretto 2 documenta il Centro Diurno; indirizzo da patrimonio immobiliare ASL.";Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.asl.rieti.it/wp-content/uploads/fileadmin/user_upload/23.06_all_2.1_ELENCO_DEFINITIVO_IMMOBILI_ASL.pdf;2026-09-20;"La rete CSM distretto 2 documenta il Centro Diurno; indirizzo da patrimonio immobiliare ASL."
PUB72-VT-001;Centro Diurno DSM Tarquinia;ASL Viterbo;Centro diurno;Tarquinia;Via Suor Serafina Giudici;0766842251;;Riabilitazione terapeutico-riabilitativa semiresidenziale;Sede specifica — fonte istituzionale ASL;Invio CSM nell’ambito del PTRI;"lun-gio 08:00-14:00; mer anche fino 20:00";https://asl.vt.it/centro-diurno-dsm;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;Attività del Centro Diurno Tarquinia confermata anche da evento ASL del 23/06/2026.;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://asl.vt.it/centro-diurno-dsm;2026-09-20;Attività del Centro Diurno Tarquinia confermata anche da evento ASL del 23/06/2026.
PUB72-VT-002;Centro Diurno DSM Viterbo;ASL Viterbo;Centro diurno;Viterbo;Via M. Romiti, 54;0761300641;;Riabilitazione terapeutico-riabilitativa semiresidenziale;Sede specifica — fonte istituzionale ASL;Invio CSM nell’ambito del PTRI;"lun/mer/ven 08:30-14:00; mar/gio 08:30-17:30";https://asl.vt.it/centro-diurno-dsm;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;"Scheda sede aggiornata 2023; DSM aziendale risulta aggiornato maggio 2026.";Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://asl.vt.it/centro-diurno-dsm;2026-09-20;"Scheda sede aggiornata 2023; DSM aziendale risulta aggiornato maggio 2026."
PUB72-VT-003;Centro Diurno DSM Civita Castellana;ASL Viterbo;Centro diurno;Civita Castellana;Viale Enrico Minio;0761592400 / 2401 / 2403;;Riabilitazione terapeutico-riabilitativa semiresidenziale;Sede specifica — fonte istituzionale ASL;Invio CSM nell’ambito del PTRI;"lun/ven/sab 08:00-14:00; mar 08:30-15:30";https://asl.vt.it/centro-diurno-dsm;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;"Scheda sede aggiornata 2023; DSM aziendale risulta aggiornato maggio 2026.";Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://asl.vt.it/centro-diurno-dsm;2026-09-20;"Scheda sede aggiornata 2023; DSM aziendale risulta aggiornato maggio 2026."
PUB72-VT-004;SRSR H24 Villa San Giuseppe;ASL Viterbo;SRSR H24;Montefiascone;Loc. Le Mosse;07611860406;;Residenzialità socio-riabilitativa H24;Sede specifica — fonte istituzionale ASL;Invio DSM/CSM secondo progetto;;https://asl.vt.it/srsr-strutture-residenziali-socio-riabilitative;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;"Pagina struttura aggiornata 07/09/2023; DSM aziendale aggiornato 04/05/2026 continua a includere SRSR nella rete.";Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://asl.vt.it/srsr-strutture-residenziali-socio-riabilitative;2026-09-20;"Pagina struttura aggiornata 07/09/2023; DSM aziendale aggiornato 04/05/2026 continua a includere SRSR nella rete."
PUB72-VT-005;SRSR Marco Binelli;ASL Viterbo;SRSR;Viterbo;Piazza San Lorenzo;0761092839;;Residenzialità socio-riabilitativa;Sede specifica — fonte istituzionale ASL;Invio DSM/CSM secondo progetto;;https://asl.vt.it/srsr-strutture-residenziali-socio-riabilitative;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;"Pagina struttura aggiornata 07/09/2023; DSM aziendale aggiornato 04/05/2026 continua a includere SRSR nella rete.";Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://asl.vt.it/srsr-strutture-residenziali-socio-riabilitative;2026-09-20;"Pagina struttura aggiornata 07/09/2023; DSM aziendale aggiornato 04/05/2026 continua a includere SRSR nella rete."
PUB72-FR-001;SRTRe Franco Basaglia;ASL Frosinone;SRTRe;Frosinone;Via A. Fabi, snc;0775.8822189;srtr.priori@aslfrosinone.it;Riabilitazione psichiatrica residenziale estensiva;Sede specifica — fonte istituzionale ASL;Invio CSM e idoneità UVM;;https://www.asl.fr.it/wp-content/uploads/avviso-struttura-complessa-RESIDENZIALITA-E-SEMIRESIDENZIALITA.pdf;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.asl.fr.it/wp-content/uploads/avviso-struttura-complessa-RESIDENZIALITA-E-SEMIRESIDENZIALITA.pdf;2026-09-20;Posti documentati: 10. 
PUB72-FR-002;SRTRe Romolo Priori;ASL Frosinone;SRTRe;Frosinone;Via A. Fabi, snc – Palazzina M;0775.8822189;srtr.priori@aslfrosinone.it;Riabilitazione psichiatrica residenziale estensiva;Sede specifica — fonte istituzionale ASL;Invio CSM e idoneità UVM;;https://www.asl.fr.it/wp-content/uploads/avviso-struttura-complessa-RESIDENZIALITA-E-SEMIRESIDENZIALITA.pdf;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.asl.fr.it/wp-content/uploads/avviso-struttura-complessa-RESIDENZIALITA-E-SEMIRESIDENZIALITA.pdf;2026-09-20;Posti documentati: 20. 
PUB72-FR-003;SRTRe Maxwell Jones;ASL Frosinone;SRTRe;Ceccano;Borgo Santa Lucia, 52;0775.6262816 / 2818;srtr.jones@aslfrosinone.it;Riabilitazione psichiatrica residenziale estensiva;Sede specifica — fonte istituzionale ASL;Invio CSM e idoneità UVM;;https://www.asl.fr.it/wp-content/uploads/avviso-struttura-complessa-RESIDENZIALITA-E-SEMIRESIDENZIALITA.pdf;Gestione diretta ASL;Ricontrollata nella V7.2;2026-09-20;;Nuova ricognizione V7.2;Ricontrollata V7.2;;;;;;;Nuova ricognizione V7.2;Confermata su fonte ASL corrente;https://www.asl.fr.it/wp-content/uploads/avviso-struttura-complessa-RESIDENZIALITA-E-SEMIRESIDENZIALITA.pdf;2026-09-20;Posti documentati: 20. 
