"dataset";"record_id";"nome";"campo";"precedente";"valore_v7_6";"data_riesame";"stato_riesame";"fonti";"metodi";"nota"
"rete";"RI-02";"CSM Rieti — Distretto 1";"telefono";"0746278901 / 0746278903 / 0746278904 / 0746278905 / 0746278906 / 0746278918";"0746 278901 / 0746 278903 / 0746 278904";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-02";"CSM Rieti — Distretto 1";"orari";"Lun–ven 07:30–20:30; sab 08:00–14:00 (attività ambulatoriale; attività programmate anche sabato)";"Attività ambulatoriale: lun–ven 07:30–20:30; sab 08–14. Confermare con il servizio.";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-04";"CSM Cicolano — Peschieta di Fiamignano";"indirizzo";"Via Don Agostino Gismondi, 2";"Via Don Agostino Gismondi 2, Peschieta di Fiamignano";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-04";"CSM Cicolano — Peschieta di Fiamignano";"telefono";"074654801";"0746 54801";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-04";"CSM Cicolano — Peschieta di Fiamignano";"orari";"Lun–ven 08:00–14:00";"CSM lun–ven 08–14; ambulatorio mar, mer e ven 10–13.";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-08";"Ambulatorio CSM Leonessa";"indirizzo";"Via del Corso, snc";"Via del Corso snc, Leonessa";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-08";"Ambulatorio CSM Leonessa";"telefono";"074692351";"0746 92351";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-08";"Ambulatorio CSM Leonessa";"orari";"1° e 3° mercoledì del mese 10:30–13:00";"Primo e terzo mercoledì del mese 10:30–13; calendario da riconfermare.";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-09";"Ambulatorio CSM Antrodoco";"indirizzo";"Piazza Martiri della Libertà";"Piazza Martiri della Libertà, Antrodoco";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-09";"Ambulatorio CSM Antrodoco";"telefono";"074658201";"0746 58201";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"RI-09";"Ambulatorio CSM Antrodoco";"orari";"2° e 4° mercoledì del mese 11:00–14:00";"Secondo e quarto mercoledì del mese 11–14; calendario da riconfermare.";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"NET-063";"Centro Diurno Rieti";"indirizzo";"Via Tavola d'Argento, 19";"Via Tavola d’Argento 19, Rieti";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"NET-063";"Centro Diurno Rieti";"telefono";"0746 278579";"0746 278579";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"NET-063";"Centro Diurno Rieti";"orari";"Lun/mer 08:00-17:00; mar/gio/ven 08:00-14:00";"Lun e mer 08–17; mar, gio e ven 08–14";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"NET-064";"Centro Diurno Cicolano";"indirizzo";"Via Don Agostino Gismondi, 2";"Via Don Agostino Gismondi 2, Peschieta di Fiamignano";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"NET-064";"Centro Diurno Cicolano";"telefono";"0746 54801";"0746 54801";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"NET-064";"Centro Diurno Cicolano";"orari";"Lun/mer/ven 08:00-17:30";"Lun, mer e ven 08–17:30";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1";"indice_ufficiale";"Riscontro limitato al contenuto indicizzato del dominio ASL; pagina integrale non acquisibile. Non equivale a verifica operativa 2026."
"rete";"NET-077";"Centro Diurno Orizzonti Aperti";"orari";"";"Lun, mar e gio 08–16; mer e ven 08–14; chiuso sabato. Da riconfermare.";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Solo riscontro del testo indicizzato della pagina ASL; modalità relative a Orizzonti Aperti, non a tutti i centri."
"rete";"NET-077";"Centro Diurno Orizzonti Aperti";"accesso";"Invio CSM/SPDC; in alcuni casi richiesta diretta con valutazione UVM";"Scheda di invio del servizio curante; incontro con équipe inviante e presentazione con persona/famiglia, seguiti dai colloqui previsti dal centro.";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Solo riscontro del testo indicizzato della pagina ASL; modalità relative a Orizzonti Aperti, non a tutti i centri."
"rete";"NET-078";"Centro Diurno Oltre il Muro";"orari";"";"Lun–gio 08–17; ven 08–16; da riconfermare.";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Solo riscontro del testo indicizzato; modalità riferite a Oltre il Muro."
"rete";"NET-078";"Centro Diurno Oltre il Muro";"accesso";"Invio CSM/SPDC; in alcuni casi richiesta diretta con valutazione UVM";"Invio CSM; periodo di osservazione e progetto condiviso con la persona, familiari e CSM. Eventuali richieste dirette vengono raccordate ai servizi competenti.";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Solo riscontro del testo indicizzato; modalità riferite a Oltre il Muro."
"moduli";"MOD-001";"Villa Armonia Nuova";"telefono";"";"06 66419000";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-001";"Villa Armonia Nuova";"email";"";"villaarmonia@kosgroup.com";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-001";"Villa Armonia Nuova";"contratto_periodo";"Contratto triennale + addendum 2026";"Art. 6: dal 01/01/2025 al 31/12/2026; budget esaminato relativo al 2025.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-001";"Villa Armonia Nuova";"contratto_ssn_stato";"Contratto SRP Villa Armonia + addendum 2026 disponibili";"Contratto sottoscritto 29/04/2025 acquisito; addendum economico 2026 non acquisito.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-001";"Villa Armonia Nuova";"budget_2026_stato";"Da verificare";"Da verificare: il portale ASL indica addendum 2026, non esaminato il contenuto.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-001";"Villa Armonia Nuova";"contratto_fonte";"https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-002";"Villa Armonia Nuova";"telefono";"";"06 66419000";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-002";"Villa Armonia Nuova";"email";"";"villaarmonia@kosgroup.com";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-002";"Villa Armonia Nuova";"contratto_periodo";"01/01–31/12/2025; continuità 2026 da riconfermare";"Art. 6: dal 01/01/2025 al 31/12/2026; budget esaminato relativo al 2025.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-002";"Villa Armonia Nuova";"contratto_ssn_stato";"Documentato in V5";"Contratto sottoscritto 29/04/2025 acquisito; addendum economico 2026 non acquisito.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-002";"Villa Armonia Nuova";"budget_2026_stato";"Da verificare";"Da verificare: il portale ASL indica addendum 2026, non esaminato il contenuto.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-002";"Villa Armonia Nuova";"contratto_fonte";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-003";"Villa Armonia Nuova";"telefono";"";"06 66419000";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-003";"Villa Armonia Nuova";"email";"";"villaarmonia@kosgroup.com";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-003";"Villa Armonia Nuova";"contratto_periodo";"01/01–31/12/2025; continuità 2026 da riconfermare";"Art. 6: dal 01/01/2025 al 31/12/2026; budget esaminato relativo al 2025.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-003";"Villa Armonia Nuova";"contratto_ssn_stato";"Documentato in V5";"Contratto sottoscritto 29/04/2025 acquisito; addendum economico 2026 non acquisito.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-003";"Villa Armonia Nuova";"budget_2026_stato";"Da verificare";"Da verificare: il portale ASL indica addendum 2026, non esaminato il contenuto.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-003";"Villa Armonia Nuova";"contratto_fonte";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-004";"Villa Armonia Nuova";"telefono";"";"06 66419000";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-004";"Villa Armonia Nuova";"email";"";"villaarmonia@kosgroup.com";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-004";"Villa Armonia Nuova";"contratto_periodo";"01/01–31/12/2025; continuità 2026 da riconfermare";"Art. 6: dal 01/01/2025 al 31/12/2026; budget esaminato relativo al 2025.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-004";"Villa Armonia Nuova";"contratto_ssn_stato";"Documentato in V5";"Contratto sottoscritto 29/04/2025 acquisito; addendum economico 2026 non acquisito.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-004";"Villa Armonia Nuova";"budget_2026_stato";"Da verificare";"Da verificare: il portale ASL indica addendum 2026, non esaminato il contenuto.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-004";"Villa Armonia Nuova";"contratto_fonte";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-005";"Villa Armonia Nuova";"telefono";"";"06 66419000";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-005";"Villa Armonia Nuova";"email";"";"villaarmonia@kosgroup.com";"2026-09-21";"riesame_parziale";"https://kosgroup.com/it/centri/villa-armonia";"pagina_gestore";"Recapiti generali della struttura; non una nuova prova del singolo modulo."
"moduli";"MOD-005";"Villa Armonia Nuova";"contratto_periodo";"01/01–31/12/2025; continuità 2026 da riconfermare";"Art. 6: dal 01/01/2025 al 31/12/2026; budget esaminato relativo al 2025.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-005";"Villa Armonia Nuova";"contratto_ssn_stato";"Documentato in V5";"Contratto sottoscritto 29/04/2025 acquisito; addendum economico 2026 non acquisito.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-005";"Villa Armonia Nuova";"budget_2026_stato";"Da verificare";"Da verificare: il portale ASL indica addendum 2026, non esaminato il contenuto.";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-005";"Villa Armonia Nuova";"contratto_fonte";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf";"2026-09-21";"riesame_parziale";"https://www.aslroma3.it/wp-content/uploads/2025/05/contratto_budget_15593_villa-armonia-nuova.pdf | https://www.aslroma3.it/amministrazione-trasparente/strutture-sanitarie-private-accreditate/";"pdf_testo_estratto_screenshot_non_disponibile | pagina_ufficiale";"Distinguere durata del rapporto da annualità del budget. Le voci valorizzate riguardano i cinque moduli del baseline, non l’intero formulario."
"moduli";"MOD-014";"Villa Von Siebenthal";"posti_dichiarati";"30";"30";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-per-trattamenti-psichiatrici-intensivi-territoriali";"pagina_gestore";"Composizione descritta dal gestore; turni e copertura oraria non documentati. Il termine tecnici della riabilitazione non è automaticamente espanso a TeRP."
"moduli";"MOD-014";"Villa Von Siebenthal";"equipe";"Psichiatri, psicologi, riabilitatori, infermieri, OSS; consulenza internistica/cardiologica per STPIT.";"Psichiatri, consulenza internistica/cardiologica, psicologi, tecnici della riabilitazione, infermieri e OSS dichiarati per STPIT.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-per-trattamenti-psichiatrici-intensivi-territoriali";"pagina_gestore";"Composizione descritta dal gestore; turni e copertura oraria non documentati. Il termine tecnici della riabilitazione non è automaticamente espanso a TeRP."
"moduli";"MOD-014";"Villa Von Siebenthal";"ammissione";"Invio CSM e PTI; STPIT anche trasferimento da SPDC/ospedale o domicilio con valutazione clinica.";"Trasferimento da SPDC/ospedale o ingresso dal domicilio; PTI e impegnativa CSM. Richiesta alla lista di attesa via email.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-per-trattamenti-psichiatrici-intensivi-territoriali";"pagina_gestore";"Composizione descritta dal gestore; turni e copertura oraria non documentati. Il termine tecnici della riabilitazione non è automaticamente espanso a TeRP."
"moduli";"MOD-014";"Villa Von Siebenthal";"documenti_ingresso";"Da concordare con servizio inviante e accettazione; non acquisiti sistematicamente";"Documento d’identità, impegnativa, tessera sanitaria/codice fiscale e documentazione clinica precedente.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-per-trattamenti-psichiatrici-intensivi-territoriali";"pagina_gestore";"Composizione descritta dal gestore; turni e copertura oraria non documentati. Il termine tecnici della riabilitazione non è automaticamente espanso a TeRP."
"moduli";"MOD-014";"Villa Von Siebenthal";"email";"listaattesa@villavonsiebenthal.it";"listaattesa@villavonsiebenthal.it";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-per-trattamenti-psichiatrici-intensivi-territoriali";"pagina_gestore";"Composizione descritta dal gestore; turni e copertura oraria non documentati. Il termine tecnici della riabilitazione non è automaticamente espanso a TeRP."
"moduli";"MOD-017";"Villa Von Siebenthal";"posti_dichiarati";"10";"10";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/accoglienza/ricoveri-per-adolescenti";"pagina_gestore";"Dati esplicitamente riferiti ai due moduli per adolescenti; non attestano un modulo amministrativo di doppia diagnosi."
"moduli";"MOD-017";"Villa Von Siebenthal";"destinatari";"Adolescenti";"Minori 12–17 anni con patologie psichiatriche all’esordio, anche associate a uso di sostanze.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/accoglienza/ricoveri-per-adolescenti";"pagina_gestore";"Dati esplicitamente riferiti ai due moduli per adolescenti; non attestano un modulo amministrativo di doppia diagnosi."
